query,site,price,timestamp,title,link
macbook,Amazon,67900,2026-04-13 00:09:13.904003,Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chi,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTgzNzc2MDQwMzUxODA1OjE3NzYwMTg1MDQ6c3BfYXRmOjMwMDk3NjgxODIwMjIzMjo6MDo6&url=%2FApple-2026-MacBook-Laptop-chip%2Fdp%2FB0GR6HXPB9%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk%26dib_tag%3Dse%26keywords%3Dmacbook%26qid%3D1776018504%26sr%3D8-1-spons%26aref%3DbFzgkl4ViZ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=bFzgkl4ViZ&sp_cr=ZAZ
macbook,Amazon,96990,2026-04-13 00:09:13.904003,"Apple 2025 MacBook Air (13-inch, Apple M4 chip wit",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTgzNzc2MDQwMzUxODA1OjE3NzYwMTg1MDQ6c3BfYXRmOjMwMDUwMDAzNTQ0NzEzMjo6MDo6&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDX3JF4%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk%26dib_tag%3Dse%26keywords%3Dmacbook%26qid%3D1776018504%26sr%3D8-2-spons%26aref%3D40pTTHVRxn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=40pTTHVRxn&sp_cr=ZAZ
macbook,Amazon,116990,2026-04-13 00:09:13.904003,Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI,https://www.amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR1HPR1W/ref=sr_1_3?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-3
macbook,Amazon,499900,2026-04-13 00:09:13.904003,Apple 2026 MacBook Pro Laptop with M5 Max chip wit,https://www.amazon.in/Apple-MacBook-Laptop-18%E2%80%91core-40%E2%80%91core/dp/B0GR1B1ZS8/ref=sr_1_4?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-4
macbook,Amazon,77900,2026-04-13 00:09:13.904003,"Apple 2026 MacBook Neo 13"" Laptop with A18 Pro chi",https://www.amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR6LXD6L/ref=sr_1_5?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-5
macbook,Amazon,67900,2026-04-13 00:09:13.904003,Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chi,https://www.amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR64G4H6/ref=sr_1_6?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-6
macbook,Amazon,202990,2026-04-13 00:09:13.904003,"Apple 2025 MacBook Pro Laptop with M5 chip, 10‑cor",https://www.amazon.in/Apple-2025-MacBook-Laptop-10%E2%80%91core/dp/B0FWD8F8TN/ref=sr_1_7?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-7
macbook,Amazon,116990,2026-04-13 00:09:13.904003,Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI,https://www.amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR1JFTPR/ref=sr_1_8?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-8
macbook,Amazon,116990,2026-04-13 00:09:13.904003,Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI,https://www.amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR1RQ144/ref=sr_1_9?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-9
macbook,Amazon,139100,2026-04-13 00:09:13.904003,Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI,https://www.amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR1PZYQ8/ref=sr_1_10?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-10
macbook,Amazon,96990,2026-04-13 00:09:13.904003,"Apple 2025 MacBook Air (13-inch, Apple M4 chip wit",https://www.amazon.in/Apple-MacBook-13-inch-10-core-Unified/dp/B0DZDX3JF4/ref=sr_1_11?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-11
macbook,Amazon,67900,2026-04-13 00:09:13.904003,Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chi,https://www.amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR6HXPB9/ref=sr_1_12?dib=eyJ2IjoiMSJ9.cVZmuypfCHaeYDIrkQeofFN8x-5f3yzLOWMrXuS8QExApIWCqy87RUjlH5HEEj2ywKfU6ffbujeFygBXhLgcZA8xiMgptwdXtC4aUuV4K6GVDEyKur24zDJfi9x8p2ynZw39RBwpyBlsOXKUF7N1dsRwH4YDnRja0oXdfJF1qPPM84BVn-5uvVgoHr293hknbOylkyIuBay_cdhl5Ob3m2zkHaRQ_do9BHgZxO3VbGo.G7-W3aJjbbGkiuVwSBSs41NbOCKugiNz-zgzuWGfFGk&dib_tag=se&keywords=macbook&qid=1776018504&sr=8-12
macbook,Flipkart,114900,2026-04-13 00:09:13.904003,Apple MacBook Air,
macbook,Apple,69900,2026-04-13 00:09:13.904003,Apple MacBook Neo,#
macbook,Flipkart,114900,2026-04-13 00:09:13.904003,Apple MacBook Air,#
macbook,amazon.in,96990,2026-04-13 00:09:13.904003,13-inch MacBook Air Apple M4 chip with 10-core CPU,#
macbook,Apple,189900,2026-04-13 00:09:13.904003,Apple MacBook Pro M5 chip,#
macbook,Lotus Electronics,70000,2026-04-13 00:09:13.904003,Apple MacBook Air M2,#
macbook,Flipkart,209900,2026-04-13 00:09:13.904003,"Apple MacBook Pro 14""",#
macbook,Cashify,99999,2026-04-13 00:09:13.904003,Apple MacBook Pro M3 Laptop,#
airpods,Amazon,24900,,"Apple AirPods Pro 3 Wireless Earbuds, Active Noise",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODUzNDc3MjE4ODAxOTQwOjE3NzYwMTg1MTU6c3BfYXRmOjMwMDcxMzk5NDUxMzMzMjo6MDo6&url=%2FApple-Cancellation-Translation-Headphones-High-Fidelity%2Fdp%2FB0FQFJBBVY%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA%26dib_tag%3Dse%26keywords%3Dairpods%26qid%3D1776018515%26sr%3D8-1-spons%26aref%3D9o6k0WulcU%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=9o6k0WulcU&sp_cr=ZAZ
airpods,Amazon,16500,,"Apple AirPods 4 Wireless Earbuds, Bluetooth Headph",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODUzNDc3MjE4ODAxOTQwOjE3NzYwMTg1MTU6c3BfYXRmOjMwMDMzNDI2MDQ0MzMzMjo6MDo6&url=%2FApple-Headphones-Cancellation-Transparency-Personalised%2Fdp%2FB0DGJ6G1XG%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA%26dib_tag%3Dse%26keywords%3Dairpods%26qid%3D1776018515%26sr%3D8-2-spons%26aref%3DgFgUy9dUWO%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=gFgUy9dUWO&sp_cr=ZAZ
airpods,Amazon,16500,,"Apple AirPods 4 Wireless Earbuds, Bluetooth Headph",https://www.amazon.in/Apple-Headphones-Cancellation-Transparency-Personalised/dp/B0DGJ6G1XG/ref=sr_1_3?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-3
airpods,Amazon,799,,"Boat Airdopes Joy, 35Hrs Battery, Fast Charge, IWP",https://www.amazon.in/boAt-Airdopes-Alpha-Wireless-Earbuds/dp/B0C3ZYFZ77/ref=sr_1_4?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-4
airpods,Amazon,999,,"Boat Airdopes 141, Low Latency, ENx Tech, 42HRS Ba",https://www.amazon.in/Airdopes-141-Bluetooth-Wireless-Playtime/dp/B09N3XMZ5F/ref=sr_1_5?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-5
airpods,Amazon,24900,,"Apple AirPods Pro 3 Wireless Earbuds, Active Noise",https://www.amazon.in/Apple-Cancellation-Translation-Headphones-High-Fidelity/dp/B0FQFJBBVY/ref=sr_1_6?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-6
airpods,Amazon,999,,"Boat Airdopes 219, 4Mics ENx, 40H Battery, Best in",https://www.amazon.in/boAt-Airdopes-Bluetooth-Wireless-Earphones/dp/B0FC2YFSN4/ref=sr_1_7?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-7
airpods,Amazon,1599,,OnePlus Nord Buds 3r TWS Earbuds up to 54 Hours Pl,https://www.amazon.in/OnePlus-Playback-Translation-Dual-Device-Connectivity/dp/B0FMDLD86P/ref=sr_1_8?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-8
airpods,Amazon,799,,"Boat Airdopes Plus 311, Glass Design, ENx Tech, Fa",https://www.amazon.in/boAt-Airdopes-Bluetooth-Wireless-Earphones/dp/B0DZXTVL6V/ref=sr_1_9?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-9
airpods,Amazon,699,,"Boat Airdopes 131 Pro Buds, 40H Battery, in-Ear De",https://www.amazon.in/Airdopes-131-Detection-Signature-Bluetooth/dp/B0G71GB5J2/ref=sr_1_10?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-10
airpods,Amazon,699,,"Fire-Boltt Aero TWS Earbuds Custom EQ, Wireless Bl",https://www.amazon.in/Fire-Boltt-Wireless-Bluetooth-Playtime-Waterproof/dp/B0FM6B9Z45/ref=sr_1_11?dib=eyJ2IjoiMSJ9.LB1tFnc5H-6lrETzQHC5fUDltgvTK6y3C4or6a0m7i-ydX5rC4-k0_JQfE-CDn1O8WohfSht9nrWkIxlFFNvE0zgZJHLtOwmz5Lukcoef_L3kpEpnCryF7CRJ1gf0NY1VQ7KpFSoym0u2voJLS2TWmALbg78evIDAMc7HrtvwGJLA124YmsiFjSdM6a0poPmNXTAJvGOERHfBK3HQE0DUKV39Vf-lSv0bRA1dNvcxLo.2JWFBj2d4wJdHiZcWElvRhZYNAa2K9FIGI28bOgfYVA&dib_tag=se&keywords=airpods&qid=1776018515&sr=8-11
airpods,Apple,12900,,Apple AirPods 4,#
airpods,Apple,25900,,AirPods Pro 3,#
